Date,AAPL,MSFT,TSLA,BND,AGG,TLT,BTC-USD,ETH-USD
2020-01-03,-0.009721946278237525,-0.012451716803561053,0.02963325829792085,0.003572599933205689,0.0029289121887203784,0.015400413954393954,0.05145166344511276,0.053068978168561154
2020-01-06,0.007968491395896393,0.0025845832109285816,0.01925463704513497,-0.0011865917688350658,-0.000796576356681733,-0.005678623982798503,0.057772858620307455,0.07551850165761076
2020-01-07,-0.004703194051984716,-0.009117534831125429,0.03880052465815398,-0.0008316650407951265,-0.0010628958290943569,-0.004915999895231282,0.050773846435889336,-0.005267778753292318
2020-01-08,0.01608622060098308,0.01592886663002102,0.04920482578812169,-0.0015457300915154848,-0.001152260443621489,-0.006610668715686385,-0.010268587535248286,-0.015924443349786155
2020-01-09,0.021240571930478902,0.01249293356640635,-0.021945011900097344,0.0011910449338656814,0.0010650165551724378,0.0035100989417948814,-0.024850855645838776,-0.016133093484380745
2020-01-10,0.002261075566773796,-0.004627428199899697,-0.006627297633174267,0.0016649877532635138,0.0016841854346647533,0.008890750901916267,0.03648690303834745,0.03586560638444225
2020-01-13,0.02136426915664691,0.012024511331793386,0.09768895885093332,-0.0005940386424857502,-0.000619575015151641,-0.0030332356376405745,-0.0027379801487620314,0.0018255799533852812
2020-01-14,-0.013503272215825923,-0.007043122461109275,0.024882822120200876,0.0014261559259542977,0.0008862205822792735,0.005144095317741071,0.08393344808628167,0.15065709666300386
2020-01-15,-0.004285577751325986,0.006475911794628475,-0.03610201351305786,0.0015425355263847251,0.0015039772342664293,0.006630990642328527,-0.002350980919464507,0.0016590582058744197
2020-01-16,0.01252640233335911,0.01832346529685891,-0.009662477636014799,-0.0005925246754922009,0.0,-0.0031504805120212698,-0.009449813541879348,-0.01106700566380281
2020-01-17,0.011071117600661928,0.00559660556706687,-0.005822894156913949,-0.00011829834800780592,-0.0011486282709564088,-0.008547816159610533,0.02352785247141642,0.038864331269726105
2020-01-21,-0.006776879834372029,-0.0035905684509947022,0.07189030619278935,0.0024891383730487604,0.002830735130488149,0.010505310911968602,-0.02051100610444656,-0.006340288601874411
2020-01-22,0.0035696241865887934,-0.0048049651402789495,0.04086264444061727,0.0008276172399330761,0.0005290235016663924,0.003513759874711475,-0.007434180055016837,-0.008267668638293424
2020-01-23,0.004815752617953972,0.006156139396920501,0.004635122144013071,0.0017726358142486909,0.0013223709692828933,0.0070018292504472335,-0.03160514587505292,-0.03188227458323378
2020-01-24,-0.0028822136857750147,-0.010077060839135177,-0.012897603180825445,0.0015340744865792733,0.0018490630748360104,0.008088500391875364,0.004629616722148233,0.0007525975197246737
2020-01-27,-0.029404937387241592,-0.016723120879466924,-0.012039272835579595,0.0032967150381639776,0.0030759793250763057,0.015554646904126113,0.05498648550986496,0.048326636234781395
2020-01-28,0.028289138413792658,0.019595807254205733,0.015913383222044608,-0.0017603506403374158,-0.0008758880683867876,-0.007831871947956648,0.05036808165148732,0.03182234945202822
2020-01-29,0.02093226429885986,0.015592647406402316,0.024854513769903885,0.0028221616693659968,0.0022794619399049143,0.009779488836990646,-0.004483577295090302,-0.007484121137455557
2020-01-30,-0.0014489852866194086,0.028207810064497574,0.10296225866535558,0.00023457095581824738,8.746621617405914e-05,0.00013883634768907527,0.02064730312029206,0.05507065446349446
2020-01-31,-0.04433869914949884,-0.014758998254172262,0.015230690473505337,0.0025792541740046193,0.002974762581227086,0.009129274990329339,-0.016664631518128026,-0.02452916937757532
2020-02-03,-0.002746349308932028,0.024378888132961185,0.19894859376394902,-0.0009022494159799388,-0.0003236490610245557,-0.000810443057292165,-0.006096747113455092,0.053868149315442926
2020-02-04,0.0330138925818555,0.032916606070440224,0.13725640223576474,-0.0030492872258256476,-0.003322273625814054,-0.013466837807832532,-0.012111511652417528,-0.00323635857181348
2020-02-05,0.008154141137192816,-0.0012211260506297394,-0.1717583947927872,-0.0016471486928156809,-0.001491481357381641,-0.010934583614630067,0.047104093835473426,0.07915243155799523
2020-02-06,0.011697178238906814,0.020733878138266437,0.01940931694254422,0.000942282776938308,0.0006147160759093495,0.004506631902140734,0.012105773319493585,0.03970440884570903
2020-02-07,-0.013592781315564517,0.0014157300387043215,-0.001188323805631053,0.003061092582538283,0.002897284178333459,0.012478254629467056,0.006797836503646293,0.04891694034731886
2020-02-10,0.004749480417871599,0.026156813701591952,0.031026496329857656,0.0015261910565644854,0.0011383312237385201,0.0027694966624718376,0.006193172676109748,0.0035767979817182827
2020-02-11,-0.006033504769418885,-0.02257538822460936,0.004019260937028868,-0.001641408968819924,-0.0012241237836462249,-0.005040247546989285,0.03567402510806805,0.055155431331365135
2020-02-12,0.02374785102546828,0.0014636947604163009,-0.009155657933695438,-0.0011735809812963849,-0.0010510808772301594,-0.005066027641162818,0.011541499979814906,0.12531177329455678
2020-02-13,-0.007121156067203982,-0.005413921111956266,0.047843652551780025,0.0009403682046624784,0.0007013277524829942,0.0038361891969014295,-0.010814856987217514,0.010147147902660691
2020-02-14,0.00024649874291471363,0.008927172049912446,-0.004937755668348531,0.001056828250254549,0.0010511373277799496,0.004377737904624812,0.009568503349817403,0.060120481598565645
2020-02-18,-0.018310411011249195,0.010142943833628015,0.0729597130158357,0.001524696177767515,0.0013126783860797353,0.006848129240788925,-0.016497110167073448,-0.007997110350115522
2020-02-19,0.014482549246387588,0.0029995125181734306,0.06875580895325561,-0.00011693620426755924,-0.0002623783056183715,-6.868337039700467e-05,-0.05014884351152826,-0.07867008126631714
2020-02-20,-0.010258935229138344,-0.015271403398973371,-0.019631105097986157,0.0024589919550239703,0.0022727255033092586,0.007834115206208025,-0.0025859164113087862,-0.006985241682689214
2020-02-21,-0.022634933463447804,-0.03161264887619375,0.0017678087791648256,0.002453902665561225,0.0020057198865095494,0.009340217915942972,0.008114275736580634,0.029661444062387243
2020-02-24,-0.047500461578079634,-0.043115511361956904,-0.07459490327646512,0.0031466826739605658,0.00322020158451064,0.014928525918573632,-0.0037440583225021307,-0.001446479289631486
